path,language,start,end,word
datasets\Corpus\adult\audio\test_split\AD25117.wav,en,2.596,2.92,badly.
datasets\Corpus\adult\audio\test_split\AD25125.wav,en,0.0,0.478,hanging
datasets\Corpus\adult\audio\test_split\AD25125.wav,en,0.499,0.811,around
datasets\Corpus\adult\audio\test_split\AD25125.wav,en,0.894,1.061,it
datasets\Corpus\adult\audio\test_split\AD26002.wav,hi,0.0,0.353,होली
datasets\Corpus\adult\audio\test_split\AD26002.wav,hi,0.374,0.498,एंड
datasets\Corpus\adult\audio\test_split\AD26002.wav,hi,0.519,1.121,दिवाली
datasets\Corpus\adult\audio\test_split\AD26006.wav,en,0.0,0.499,Festival
datasets\Corpus\adult\audio\test_split\AD26006.wav,en,0.541,0.582,of
datasets\Corpus\adult\audio\test_split\AD26006.wav,en,0.666,1.061,Colour.
datasets\Corpus\adult\audio\test_split\AD26013.wav,en,0.0,0.488,My
datasets\Corpus\adult\audio\test_split\AD26013.wav,en,0.59,1.2,hometown
datasets\Corpus\adult\audio\test_split\AD26013.wav,en,1.382,1.464,is
datasets\Corpus\adult\audio\test_split\AD26013.wav,en,1.931,2.48,Balia
datasets\Corpus\adult\audio\test_split\AD26021.wav,en,0.0,0.333,is
datasets\Corpus\adult\audio\test_split\AD26021.wav,en,0.354,1.061,typical
datasets\Corpus\adult\audio\test_split\AD26024.wav,en,0.0,0.306,"Yes,"
datasets\Corpus\adult\audio\test_split\AD26024.wav,en,0.367,0.428,of
datasets\Corpus\adult\audio\test_split\AD26024.wav,en,0.489,0.693,"course,"
datasets\Corpus\adult\audio\test_split\AD26024.wav,en,0.755,0.795,I
datasets\Corpus\adult\audio\test_split\AD26024.wav,en,0.836,1.02,will
datasets\Corpus\adult\audio\test_split\AD26024.wav,en,1.06,2.1,recommend.
datasets\Corpus\adult\audio\test_split\AD26034.wav,en,0.0,0.267,which
datasets\Corpus\adult\audio\test_split\AD26034.wav,en,0.328,0.411,is
datasets\Corpus\adult\audio\test_split\AD26034.wav,en,0.431,0.821,suitable
datasets\Corpus\adult\audio\test_split\AD26034.wav,en,0.862,1.047,for
datasets\Corpus\adult\audio\test_split\AD26034.wav,en,1.088,1.581,worship.
datasets\Corpus\adult\audio\test_split\AD26047.wav,hi,0.0,0.355,चिन्टू
datasets\Corpus\adult\audio\test_split\AD26047.wav,hi,0.376,0.501,और
datasets\Corpus\adult\audio\test_split\AD26047.wav,hi,0.522,0.961,राजू
datasets\Corpus\adult\audio\test_split\AD26050.wav,hi,0.0,0.492,बिल्कुल
datasets\Corpus\adult\audio\test_split\AD26050.wav,hi,0.513,1.189,चुटकीयों
datasets\Corpus\adult\audio\test_split\AD26050.wav,hi,1.21,1.394,की
datasets\Corpus\adult\audio\test_split\AD26050.wav,hi,1.415,1.579,तरह
datasets\Corpus\adult\audio\test_split\AD26050.wav,hi,1.599,1.641,थी
datasets\Corpus\adult\audio\test_split\AD26059.wav,en,0.0,0.681,they
datasets\Corpus\adult\audio\test_split\AD26059.wav,en,0.766,1.191,felt
datasets\Corpus\adult\audio\test_split\AD26059.wav,en,1.447,1.617,as
datasets\Corpus\adult\audio\test_split\AD26059.wav,en,1.787,2.043,if
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,0.0,0.243,जब
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,0.263,0.404,वो
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,0.425,0.687,गुफा
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,0.708,0.849,तक
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,0.869,1.455,पहुँच
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,1.476,1.698,गए
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,1.738,1.961,उन्हें
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,1.981,2.365,गुफा
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,2.385,2.567,से
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,2.769,3.032,एक
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,3.052,3.255,अजीट
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,3.275,3.558,सी
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,3.578,3.699,आवाज
datasets\Corpus\adult\audio\test_split\AD26062.wav,hi,3.72,3.78,आई।
datasets\Corpus\adult\audio\test_split\AD26064.wav,hi,0.0,0.314,चिन्टू
datasets\Corpus\adult\audio\test_split\AD26064.wav,hi,0.356,0.524,और
datasets\Corpus\adult\audio\test_split\AD26064.wav,hi,0.545,0.901,राजू
datasets\Corpus\adult\audio\test_split\AD26070.wav,hi,0.0,0.285,उन्हें
datasets\Corpus\adult\audio\test_split\AD26070.wav,hi,0.305,0.59,गुफा
datasets\Corpus\adult\audio\test_split\AD26070.wav,hi,0.611,0.733,का
datasets\Corpus\adult\audio\test_split\AD26070.wav,hi,0.753,1.119,सिक्रेट
datasets\Corpus\adult\audio\test_split\AD26070.wav,hi,1.181,1.425,थोड़ा
datasets\Corpus\adult\audio\test_split\AD26070.wav,hi,1.506,1.628,और
datasets\Corpus\adult\audio\test_split\AD26070.wav,hi,1.669,1.913,समझा
datasets\Corpus\adult\audio\test_split\AD26070.wav,hi,1.934,2.32,गया।
datasets\Corpus\adult\audio\test_split\AD26086.wav,hi,0.0,0.207,दो
datasets\Corpus\adult\audio\test_split\AD26086.wav,hi,0.228,0.809,सिबलिंग्स
datasets\Corpus\adult\audio\test_split\AD26086.wav,hi,0.83,1.079,रहते
datasets\Corpus\adult\audio\test_split\AD26086.wav,hi,1.099,1.141,थे
datasets\Corpus\adult\audio\test_split\AD26091.wav,other,0.0,0.232,ایک
datasets\Corpus\adult\audio\test_split\AD26091.wav,other,0.253,0.654,گرمی
datasets\Corpus\adult\audio\test_split\AD26091.wav,other,0.676,0.781,کے
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,0.0,0.322,सूरज
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,0.342,0.523,अस्थ
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,0.543,0.865,होने
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,0.885,1.248,पर
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,1.55,1.791,वीर
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,1.932,2.033,और
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,2.093,2.596,दिया
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,2.757,2.817,ने
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,2.858,2.978,इस
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,2.999,3.3,छुपी
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,3.32,3.703,गुफा
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,3.723,3.904,को
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,3.964,4.367,ढूंढने
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,4.387,4.548,की
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,4.568,4.709,एक
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,4.729,5.091,यात्रा
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,5.112,5.192,पर
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,5.232,5.655,निकलने
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,5.695,5.756,का
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,5.776,6.037,फैसला
datasets\Corpus\adult\audio\test_split\AD26101.wav,hi,6.057,6.5,किया।
datasets\Corpus\adult\audio\test_split\AD26106.wav,en,0.0,0.632,discovering
datasets\Corpus\adult\audio\test_split\AD26106.wav,en,0.694,0.714,a
datasets\Corpus\adult\audio\test_split\AD26106.wav,en,0.755,1.04,hidden
datasets\Corpus\adult\audio\test_split\AD26106.wav,en,1.061,1.469,passage
datasets\Corpus\adult\audio\test_split\AD26106.wav,en,1.55,1.836,behind
datasets\Corpus\adult\audio\test_split\AD26106.wav,en,1.938,2.06,a
datasets\Corpus\adult\audio\test_split\AD26125.wav,hi,0.0,0.244,उनका
datasets\Corpus\adult\audio\test_split\AD26125.wav,hi,0.264,0.487,एक
datasets\Corpus\adult\audio\test_split\AD26125.wav,hi,0.528,0.853,पुराने
datasets\Corpus\adult\audio\test_split\AD26125.wav,hi,0.873,1.3,बुद्धिमान
datasets\Corpus\adult\audio\test_split\AD26125.wav,hi,1.32,1.624,विद्वान
datasets\Corpus\adult\audio\test_split\AD26125.wav,hi,1.665,1.909,ने
datasets\Corpus\adult\audio\test_split\AD26125.wav,hi,1.929,2.254,स्वागत
datasets\Corpus\adult\audio\test_split\AD26125.wav,hi,2.274,2.68,किया
datasets\Corpus\adult\audio\test_split\AD26130.wav,en,0.0,0.257,is
datasets\Corpus\adult\audio\test_split\AD26130.wav,en,0.3,0.407,the
datasets\Corpus\adult\audio\test_split\AD26130.wav,en,0.471,1.221,strongest
datasets\Corpus\adult\audio\test_split\AD26131.wav,other,0.0,0.293,مزید
datasets\Corpus\adult\audio\test_split\AD26131.wav,other,0.314,0.901,گفال
datasets\Corpus\adult\audio\test_split\AD26134.wav,hi,0.0,0.167,तका
datasets\Corpus\adult\audio\test_split\AD26134.wav,hi,0.188,0.795,हुआ
datasets\Corpus\adult\audio\test_split\AD26134.wav,hi,0.899,0.941,है
datasets\Corpus\adult\audio\test_split\AD26137.wav,en,0.0,0.233,in
datasets\Corpus\adult\audio\test_split\AD26137.wav,en,0.254,0.402,his
datasets\Corpus\adult\audio\test_split\AD26137.wav,en,0.466,0.741,work.
datasets\Corpus\adult\audio\test_split\AD26155.wav,hi,0.0,0.203,वो
datasets\Corpus\adult\audio\test_split\AD26155.wav,hi,0.224,0.406,किसी
datasets\Corpus\adult\audio\test_split\AD26155.wav,hi,0.447,0.671,चीज
datasets\Corpus\adult\audio\test_split\AD26155.wav,hi,0.691,0.874,के
datasets\Corpus\adult\audio\test_split\AD26155.wav,hi,0.894,1.605,लिए
datasets\Corpus\adult\audio\test_split\AD26155.wav,hi,1.626,2.377,खुश
datasets\Corpus\adult\audio\test_split\AD26155.wav,hi,2.398,2.56,है
datasets\Corpus\adult\audio\test_split\AD26156.wav,en,0.0,0.358,so
datasets\Corpus\adult\audio\test_split\AD26156.wav,en,0.421,0.505,is
datasets\Corpus\adult\audio\test_split\AD26156.wav,en,0.589,1.221,that
datasets\Corpus\adult\audio\test_split\AD26169.wav,hi,0.0,0.595,उड़ने
datasets\Corpus\adult\audio\test_split\AD26169.wav,hi,0.615,0.964,में
datasets\Corpus\adult\audio\test_split\AD26169.wav,hi,1.005,1.251,या
datasets\Corpus\adult\audio\test_split\AD26169.wav,hi,1.271,1.456,जो
datasets\Corpus\adult\audio\test_split\AD26169.wav,hi,1.476,1.641,भी
datasets\Corpus\adult\audio\test_split\AD26177.wav,en,0.0,0.943,artificially
datasets\Corpus\adult\audio\test_split\AD26177.wav,en,1.004,1.661,decorated.
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,0.0,0.303,اور
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,0.323,0.726,بہت
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,0.847,1.211,سارے
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,1.231,1.735,پتاکیں
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,1.776,2.078,پھوڑے
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,2.139,2.461,پوجا
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,2.482,2.804,کر
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,2.885,3.208,لچمی
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,3.228,3.511,ماتا
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,3.531,3.692,کی
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,3.712,3.914,اور
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,3.934,4.378,انجوئی
datasets\Corpus\adult\audio\test_split\AD27006.wav,other,4.398,4.6,کیا
datasets\Corpus\adult\audio\test_split\AD27011.wav,en,0.0,0.246,What's
datasets\Corpus\adult\audio\test_split\AD27011.wav,en,0.266,0.45,so
datasets\Corpus\adult\audio\test_split\AD27011.wav,en,0.511,0.88,special
datasets\Corpus\adult\audio\test_split\AD27011.wav,en,0.962,1.207,about
datasets\Corpus\adult\audio\test_split\AD27011.wav,en,1.248,1.35,the
datasets\Corpus\adult\audio\test_split\AD27011.wav,en,1.412,1.8,place?
datasets\Corpus\adult\audio\test_split\AD27014.wav,other,0.0,0.449,مطرہ
datasets\Corpus\adult\audio\test_split\AD27014.wav,other,0.469,0.755,بہت
datasets\Corpus\adult\audio\test_split\AD27014.wav,other,0.796,0.98,سپیسل
datasets\Corpus\adult\audio\test_split\AD27014.wav,other,1.0,1.572,پلیس
datasets\Corpus\adult\audio\test_split\AD27014.wav,other,1.592,2.0,ہے
datasets\Corpus\adult\audio\test_split\AD27014.wav,other,1.98,2.315,سپیسل
datasets\Corpus\adult\audio\test_split\AD27014.wav,other,2.335,2.921,یہ
datasets\Corpus\adult\audio\test_split\AD27016.wav,hi,0.0,0.245,के
datasets\Corpus\adult\audio\test_split\AD27016.wav,hi,0.266,0.593,बारे
datasets\Corpus\adult\audio\test_split\AD27016.wav,hi,0.613,0.818,में
datasets\Corpus\adult\audio\test_split\AD27016.wav,hi,1.308,1.594,सब
datasets\Corpus\adult\audio\test_split\AD27016.wav,hi,1.615,1.88,कुछ
datasets\Corpus\adult\audio\test_split\AD27017.wav,hi,0.0,0.508,जन्ममी
datasets\Corpus\adult\audio\test_split\AD27017.wav,hi,0.528,0.67,के
datasets\Corpus\adult\audio\test_split\AD27017.wav,hi,0.69,1.056,अंदर
datasets\Corpus\adult\audio\test_split\AD27017.wav,hi,1.279,1.482,मिलता
datasets\Corpus\adult\audio\test_split\AD27017.wav,hi,1.503,1.726,है
datasets\Corpus\adult\audio\test_split\AD27017.wav,hi,1.746,1.95,पूरी
datasets\Corpus\adult\audio\test_split\AD27017.wav,hi,1.97,2.66,इनफॉर्मेशन
datasets\Corpus\adult\audio\test_split\AD27024.wav,hi,0.0,0.164,ये
datasets\Corpus\adult\audio\test_split\AD27024.wav,hi,0.185,0.801,मेरा
datasets\Corpus\adult\audio\test_split\AD27024.wav,en,0.863,1.274,favorite
datasets\Corpus\adult\audio\test_split\AD27024.wav,hi,1.294,1.479,डिस
datasets\Corpus\adult\audio\test_split\AD27024.wav,hi,1.499,1.541,है
datasets\Corpus\adult\audio\test_split\AD27030.wav,en,0.0,1.001,especially
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,0.0,0.143,इसे
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,0.163,0.448,सुनके
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,0.468,0.611,दोनों
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,0.672,0.794,ने
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,0.814,1.018,सुचा
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,1.038,1.181,कि
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,1.201,1.344,ये
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,1.364,1.568,उनका
datasets\Corpus\adult\audio\test_split\AD27042.wav,en,1.588,1.71,next
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,1.73,1.812,पर
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,1.853,2.076,पर्वार
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,2.097,2.219,नहीं
datasets\Corpus\adult\audio\test_split\AD27042.wav,hi,2.239,2.3,है।
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,0.0,0.244,तो
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,0.264,0.386,बच्चो
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,0.406,0.548,ये
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,0.569,0.63,थी
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,0.65,0.975,चिंटू
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,0.995,1.137,राजू
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,1.158,1.3,के
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,1.32,1.462,अन्नो
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,1.483,1.645,की
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,1.706,1.787,गुफा
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,1.808,2.193,की
datasets\Corpus\adult\audio\test_split\AD27055.wav,hi,2.234,2.64,गहानी
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,0.0,0.285,with
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,0.325,0.467,what
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,0.508,0.63,if
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,0.65,0.732,I
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,0.772,0.975,known
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,1.036,1.179,for
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,1.24,1.362,his
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,1.423,2.053,curiosity
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,2.093,2.195,and
datasets\Corpus\adult\audio\test_split\AD27061.wav,en,2.235,2.54,the
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,0.0,0.183,ਇੱ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,0.203,0.487,ਗਰਮੀ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,0.508,0.65,ਕੇ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,0.67,0.873,ਦੀਨ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,0.893,0.954,ਕੇ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,1.036,1.32,ਦੋਪੈਡ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,1.34,1.421,ਮੇ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,1.442,1.645,ਵਾਲ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,1.665,2.274,ਏਕਸਪੋਰਿਂਗ
datasets\Corpus\adult\audio\test_split\AD27063.wav,other,2.335,2.68,ਦਾ
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,0.0,0.04,By
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,0.081,0.405,stepping
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,0.466,0.648,through
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,0.688,0.769,the
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,0.81,1.194,"passage,"
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,1.214,1.356,they
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,1.397,1.579,found
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,1.619,2.024,themselves
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,2.065,2.125,in
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,2.186,2.227,a
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,2.267,2.51,lush
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,2.55,2.955,magical
datasets\Corpus\adult\audio\test_split\AD27073.wav,en,2.996,3.38,forest.
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,0.0,0.325,جہاں
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,0.427,0.65,انہیں
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,0.671,0.955,قلب
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,0.975,1.24,پرچوں
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,1.26,1.524,جادی
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,1.545,1.666,درشوں
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,1.687,1.849,کو
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,1.87,2.154,سامنا
datasets\Corpus\adult\audio\test_split\AD27075.wav,other,2.175,2.54,کیا
datasets\Corpus\adult\audio\test_split\AD27076.wav,other,0.0,0.328,کئی
datasets\Corpus\adult\audio\test_split\AD27076.wav,other,0.349,0.656,گھنٹوں
datasets\Corpus\adult\audio\test_split\AD27076.wav,other,0.676,0.82,کے
datasets\Corpus\adult\audio\test_split\AD27076.wav,other,0.841,1.23,انویشر
datasets\Corpus\adult\audio\test_split\AD27076.wav,other,1.25,1.435,کے
datasets\Corpus\adult\audio\test_split\AD27076.wav,other,1.456,1.661,بعد
datasets\Corpus\adult\audio\test_split\AD27084.wav,en,0.0,0.183,is
datasets\Corpus\adult\audio\test_split\AD27084.wav,en,0.224,0.346,the
